SCHEMBL_ID	InChIKey	PUBCHEM_CID	CHEMBL_ID
SCHEMBL2579	CKUJPQGNVQEILJ-UHFFFAOYSA-N	21549040	
SCHEMBL2589	QEVHRUUCFGRFIF-MDEJGZGSSA-N	5770	CHEMBL772
SCHEMBL2593	VYIBCOSBNVFEIW-UHFFFAOYSA-N	7625	CHEMBL3244842
SCHEMBL2601	ULGZDMOVFRHVEP-RWJQBGPGSA-N	12560	CHEMBL532
SCHEMBL2602	ULGZDMOVFRHVEP-PMFMQTPLSA-N	66577477	CHEMBL4062347
SCHEMBL2609	SFLSHLFXELFNJZ-QMMMGPOBSA-N	439260	CHEMBL1437
SCHEMBL2610	SFLSHLFXELFNJZ-UHFFFAOYSA-N	951	CHEMBL432
SCHEMBL2638	FEWLNYSYJNLUOO-UHFFFAOYSA-N	17429	CHEMBL1232817
SCHEMBL2647	SEXOVMIIVBKGGM-UHFFFAOYSA-N	68259	CHEMBL4094874
SCHEMBL2649	NJQJGRGGIUNVAB-UHFFFAOYSA-N	88433	
SCHEMBL2662	GEOWCLRLLWTHDN-UHFFFAOYSA-N	74626	CHEMBL366050
SCHEMBL2682	GHVNFZFCNZKVNT-UHFFFAOYSA-N	2969	CHEMBL107498
SCHEMBL2688	BUGYDGFZZOZRHP-UHFFFAOYSA-N	4054	CHEMBL807
SCHEMBL2703	AFHJYKBGDDJSRR-UHFFFAOYSA-N	19846	
SCHEMBL2716	ATTZFSUZZUNHBP-UHFFFAOYSA-N	8442	CHEMBL3184866
SCHEMBL2726	TXXHDPDFNKHHGW-UHFFFAOYSA-N	310	
SCHEMBL2735	SBUJHOSQTJFQJX-NOAMYHISSA-N	6032	CHEMBL1384
SCHEMBL2737	BRUQQQPBMZOVGD-XFKAJCMBSA-N	5284603	CHEMBL656
SCHEMBL2738	UUXKJWSSCUHNOY-XLJHGZGOSA-N	54373571	
SCHEMBL2745	DTXXSJZBSTYZKE-ZDQKKZTESA-N	6398761	CHEMBL333950
SCHEMBL2755	ADFXKUOMJKEIND-UHFFFAOYSA-N	4277	CHEMBL1458
SCHEMBL2761	FPQQSJJWHUJYPU-UHFFFAOYSA-N	2723939	CHEMBL1968770
SCHEMBL2763	GWHQHAUAXRMMOT-RWALOXMOSA-N	77990	CHEMBL3187096
SCHEMBL2764	XSVMFMHYUFZWBK-NSHDSACASA-N	77991	CHEMBL636
SCHEMBL2774	SMWDFEZZVXVKRB-UHFFFAOYSA-N	7047	CHEMBL14474
SCHEMBL2777	GAMPNQJDUFQVQO-UHFFFAOYSA-N	53627474	
SCHEMBL2791	AIXAANGOTKPUOY-UHFFFAOYSA-N	5831	CHEMBL14
SCHEMBL2792	VPJXQGSRWJZDOB-UHFFFAOYSA-O	2551	CHEMBL14
SCHEMBL2794	XJGVVOAKITWCAB-UHFFFAOYSA-N	533868	
SCHEMBL2797	LVGKNOAMLMIIKO-QXMHVHEDSA-N	5363269	CHEMBL2106289
SCHEMBL2799	DCOPUUMXTXDBNB-UHFFFAOYSA-N	3033	CHEMBL139
SCHEMBL2812	RKUNBYITZUJHSG-SPUOUPEWSA-N	nan	
SCHEMBL2813	RKUNBYITZUJHSG-UHFFFAOYSA-N	3661	CHEMBL195
SCHEMBL2817	FPVKHBSQESCIEP-JQCXWYLXSA-N	439693	CHEMBL1580
SCHEMBL2818	FPVKHBSQESCIEP-HXFLIBJXSA-N	57068419	
SCHEMBL2821	HHIOOBJZIASBFF-UHFFFAOYSA-N	98103	
SCHEMBL2828	YLJREFDVOIBQDA-UHFFFAOYSA-N	1935	CHEMBL95
SCHEMBL2837	ZEUUPKVZFKBXPW-TWDWGCDDSA-N	62005	CHEMBL1200780
SCHEMBL2838	NLVFBUXFDBBNBW-PBSUHMDJSA-N	36294	CHEMBL1747
SCHEMBL2841	MLYYVTUWGNIJIB-BXKDBHETSA-N	33255	CHEMBL1435
SCHEMBL2843	BTSZTGGZJQFALU-UHFFFAOYSA-N	50258	CHEMBL2107154
SCHEMBL2846	FJLGEFLZQAZZCD-MCBHFWOFSA-N	446155	CHEMBL1078
SCHEMBL2853	LWQQLNNNIPYSNX-UROSTWAQSA-N	5288783	CHEMBL1200666
SCHEMBL2866	BYBLEWFAAKGYCD-UHFFFAOYSA-N	4189	CHEMBL91
SCHEMBL2867	BYBLEWFAAKGYCD-SFHVURJKSA-N	1150344	CHEMBL368348
SCHEMBL2871	OLNTVTPDXPETLC-XPWALMASSA-N	150311	CHEMBL1138
SCHEMBL2883	GIGRWGTZFONRKA-UHFFFAOYSA-N	165021	
SCHEMBL2893	XHCADAYNFIFUHF-TVKJYDDYSA-N	5281417	CHEMBL482581
SCHEMBL2896	DKYWVDODHFEZIM-UHFFFAOYSA-N	3825	CHEMBL571
SCHEMBL2898	SRRPEXWCHWWJOC-JEKSYDDFSA-N	nan	
SCHEMBL2899	IWVCMVBTMGNXQD-PXOLEDIWSA-N	nan	
SCHEMBL2900	MYSWGUAQZAJSOK-UHFFFAOYSA-N	2764	CHEMBL8
SCHEMBL2911	FAMRKDQNMBBFBR-BQYQJAHWSA-N	5462977	
SCHEMBL2920	JDLKFOPOAOFWQN-UHFFFAOYSA-N	65036	CHEMBL359965
SCHEMBL2926	DFPAKSUCGFBDDF-UHFFFAOYSA-N	936	CHEMBL1140
SCHEMBL2927	SGUVLZREKBPKCE-UHFFFAOYSA-N	76349	CHEMBL3303308
SCHEMBL2938	DTBDAFLSBDGPEA-UHFFFAOYSA-N	11926	CHEMBL195661
SCHEMBL2949	GGXKWVWZWMLJEH-UHFFFAOYSA-N	3324	CHEMBL880
SCHEMBL2952	HZNVUJQVZSTENZ-UHFFFAOYSA-N	6775	CHEMBL3759231
SCHEMBL2953	LQOLIRLGBULYKD-JKIFEVAISA-N	6098	CHEMBL891
SCHEMBL2955	UNAANXDKBXWMLN-UHFFFAOYSA-N	5210	CHEMBL1419
SCHEMBL2956	HKXBNHCUPKIYDM-MIOKCKKRSA-N	24779618	
SCHEMBL2961	ZAIPMKNFIOOWCQ-UEKVPHQBSA-N	27447	CHEMBL1727
SCHEMBL2969	LXBIFEVIBLOUGU-JGWLITMVSA-N	29435	CHEMBL307429
SCHEMBL2981	UBCHPRBFMUDMNC-UHFFFAOYSA-N	5071	CHEMBL959
SCHEMBL2985	LKCWBDHBTVXHDL-RMDFUYIESA-N	37768	CHEMBL177
SCHEMBL2987	LLPOLZWFYMWNKH-CMKMFDCUSA-N	5284569	CHEMBL1457
SCHEMBL2992	XIQVNETUBQGFHX-UHFFFAOYSA-N	4634	CHEMBL1231
SCHEMBL2997	BQJCRHHNABKAKU-KBQPJGBKSA-N	5288826	CHEMBL70
SCHEMBL3000	KKZJGLLVHKMTCM-UHFFFAOYSA-N	4212	CHEMBL58
SCHEMBL3001	HEFNNWSXXWATRW-UHFFFAOYSA-N	3672	CHEMBL521
SCHEMBL3013	VWBQYTRBTXKKOG-IYNICTALSA-M	54692	
SCHEMBL3015	HHJIUUAMYGBVSD-YTFFSALGSA-N	91670	CHEMBL2358130
SCHEMBL3033	IRSCQMHQWWYFCW-UHFFFAOYSA-N	3454	
SCHEMBL3038	SESFRYSPDFLNCH-UHFFFAOYSA-N	2345	CHEMBL1239
SCHEMBL3041	STQGQHZAVUOBTE-VGBVRHCVSA-N	30323	CHEMBL178
SCHEMBL3046	CMWTZPSULFXXJA-VIFPVBQESA-N	156391	CHEMBL154
SCHEMBL3047	GQHTUMJGOHRCHB-UHFFFAOYSA-N	81184	CHEMBL1489129
SCHEMBL3050	RZJQGNCSTQAWON-UHFFFAOYSA-N	5090	CHEMBL122
SCHEMBL3063	OFHCOWSQAMBJIW-AVJTYSNKSA-N	5282181	CHEMBL1601669
SCHEMBL3064	OOGJQPCLVADCPB-HXUWFJFHSA-N	443879	CHEMBL1382
SCHEMBL3080	WBPYTXDJUQJLPQ-SZRMRBKTSA-N	5284478	
SCHEMBL3088	QJJXYPPXXYFBGM-LFZNUXCKSA-N	445643	CHEMBL269732
SCHEMBL3089	KWMLJOLKUYYJFJ-DIHCEYMBSA-N	20056785	CHEMBL4303148
SCHEMBL3097	GVJHHUAWPYXKBD-IEOSBIPESA-N	14985	CHEMBL47
SCHEMBL3098	OFVLGDICTFRJMM-WESIUVDSSA-N	nan	
SCHEMBL3108	GRRNUXAQVGOGFE-UKKLBUEASA-N	20054942	CHEMBL326396
SCHEMBL3110	CYDMQBQPVICBEU-XRNKAMNCSA-N	nan	
SCHEMBL3112	FPIPGXGPPPQFEQ-OVSJKPMPSA-N	445354	CHEMBL986
SCHEMBL3114	BFSVOASYOCHEOV-UHFFFAOYSA-N	7497	CHEMBL1183
SCHEMBL3118	CEAZRRDELHUEMR-DNRRSTILSA-N	57134040	
SCHEMBL3124	OEXHQOGQTVQTAT-UHFFFAOYSA-N	3746	CHEMBL1237108
SCHEMBL3125	OEXHQOGQTVQTAT-JRNQLAHRSA-N	nan	
SCHEMBL3126	QYSXJUFSXHHAJI-YRZJJWOYSA-N	5280795	CHEMBL1042
SCHEMBL3127	QYSXJUFSXHHAJI-FVUVGDFOSA-N	5283711	CHEMBL1236645
SCHEMBL3134	OGQICQVSFDPSEI-UHFFFAOYSA-N	5381	CHEMBL1657
SCHEMBL3136	PCZOHLXUXFIOCF-BXMDZJJMSA-N	53232	CHEMBL503
SCHEMBL3139	NDKBVBUGCNGSJJ-UHFFFAOYSA-M	66854	CHEMBL3188269
SCHEMBL3140	UHDGCWIWMRVCDJ-CCXZUQQUSA-N	6253	CHEMBL803
SCHEMBL3145	SHGAZHPCJJPHSC-YCNIQYBTSA-N	444795	CHEMBL38
SCHEMBL3150	UPSPUYADGBWSHF-UHFFFAOYSA-N	5509	CHEMBL1020
SCHEMBL3151	RFHAOTPXVQNOHP-UHFFFAOYSA-N	3365	CHEMBL106
SCHEMBL3154	KDLRVYVGXIQJDK-AWPVFWJPSA-N	446598	CHEMBL1753
SCHEMBL3155	XQTWDDCIUJNLTR-CVHRZJFOSA-N	nan	
SCHEMBL3161	FIAFUQMPZJWCLV-UHFFFAOYSA-N	5361	CHEMBL265502
SCHEMBL3164	SQCZQTSHSZLZIQ-UHFFFAOYSA-N	10977	CHEMBL348039
SCHEMBL3165	MWWSFMDVAYGXBV-FGBSZODSSA-N	65348	CHEMBL1200981
SCHEMBL3167	HVCNXQOWACZAFN-UHFFFAOYSA-N	7525	CHEMBL3561880
SCHEMBL3174	RGLRXNKKBLIBQS-XNHQSDQCSA-N	657180	CHEMBL1200775
SCHEMBL3175	MKUXAQIIEYXACX-UHFFFAOYSA-N	2022	
SCHEMBL3176	MYPYJXKWCTUITO-KIIOPKALSA-N	16051955	CHEMBL3301825
SCHEMBL3182	BTXNYTINYBABQR-UHFFFAOYSA-N	5281051	
SCHEMBL3183	NBMKJKDGKREAPL-DVTGEIKXSA-N	20469	CHEMBL1586
SCHEMBL3184	YAPQBXQYLJRXSA-UHFFFAOYSA-N	5429	CHEMBL1114
SCHEMBL3197	NUZWLKWWNNJHPT-UHFFFAOYSA-N	2202	CHEMBL46469
SCHEMBL3198	YUTJCNNFTOIOGT-UHFFFAOYSA-N	10187	CHEMBL1579066
SCHEMBL3199	KRZCOLNOCZKSDF-UHFFFAOYSA-N	9731	CHEMBL32014
SCHEMBL3205	UQLLWWBDSUHNEB-CZUORRHYSA-N	30699	CHEMBL1599
SCHEMBL3216	OIPILFWXSMYKGL-UHFFFAOYSA-N	187	CHEMBL667
SCHEMBL3226	GLEVLJDDWXEYCO-UHFFFAOYSA-N	40634	CHEMBL153
SCHEMBL3232	ZDFDJJJGIRGMBE-AFARJNEBSA-N	11953884	
SCHEMBL3233	OIGNJSKKLXVSLS-VWUMJDOOSA-N	5755	CHEMBL131
SCHEMBL3234	OIGNJSKKLXVSLS-KZUKIWJVSA-N	11245343	
SCHEMBL3242	MWWSFMDVAYGXBV-RUELKSSGSA-N	443939	CHEMBL359744
SCHEMBL3243	AOJJSUZBOXZQNB-TZSSRYMLSA-N	31703	CHEMBL53463
SCHEMBL3245	GMRQFYUYWCNGIN-NKMMMXOESA-N	5280453	CHEMBL846
SCHEMBL3257	OROGSEYTTFOCAN-DNJOTXNNSA-N	5284371	CHEMBL369475
SCHEMBL3258	HNDVDQJCIGZPNO-UHFFFAOYSA-N	773	
SCHEMBL3259	HNDVDQJCIGZPNO-YFKPBYRVSA-N	6274	CHEMBL17962
SCHEMBL3263	MSWZFWKMSRAUBD-QZABAPFNSA-N	441477	CHEMBL234432
SCHEMBL3264	FZHXIRIBWMQPQF-SLPGGIOYSA-N	3034366	
SCHEMBL3269	XEFQLINVKFYRCS-UHFFFAOYSA-N	5564	CHEMBL849
SCHEMBL3275	CFCMMYICHMLDCC-RMIBZTJPSA-N	16051958	CHEMBL453087
SCHEMBL3276	UCSJYZPVAKXKNQ-HZYVHMACSA-N	19649	CHEMBL372795
SCHEMBL3277	GNOIPBMMFNIUFM-UHFFFAOYSA-N	12679	CHEMBL3187047
SCHEMBL3279	PGBHMTALBVVCIT-VCIWKGPPSA-N	8378	CHEMBL184618
SCHEMBL3286	OFPXSFXSNFPTHF-UHFFFAOYSA-N	4614	CHEMBL1071
SCHEMBL3288	XOFYZVNMUHMLCC-ZPOLXVRWSA-N	5865	CHEMBL635
SCHEMBL3291	MINDHVHHQZYEEK-HBBNESRFSA-N	446596	CHEMBL719
SCHEMBL3296	JWUBBDSIWDLEOM-DTOXIADCSA-N	5283731	CHEMBL1040
SCHEMBL3297	TZHVYFBSLOMRCU-YFKPBYRVSA-N	89016	CHEMBL1221419
SCHEMBL3301	TYFQFVWCELRYAO-UHFFFAOYSA-N	10457	CHEMBL1162491
SCHEMBL3317	CURUTKGFNZGFSE-UHFFFAOYSA-N	3042	CHEMBL1123
SCHEMBL3318	NQDJXKOVJZTUJA-UHFFFAOYSA-N	4463	CHEMBL57
SCHEMBL3329	XDRYMKDFEDOLFX-UHFFFAOYSA-N	4735	CHEMBL55
SCHEMBL3353	MOTZDAYCYVMXPC-UHFFFAOYSA-N	8778	CHEMBL1204779
SCHEMBL3372	WINXNKPZLFISPD-UHFFFAOYSA-M	61074	
SCHEMBL3374	IDIPRSBHIGCTDN-UHFFFAOYSA-N	24181110	
SCHEMBL3375	FPPNZSSZRUTDAP-UWFZAAFLSA-N	20824	CHEMBL1214
SCHEMBL3381	BXWNKGSJHAJOGX-UHFFFAOYSA-N	2682	CHEMBL706
SCHEMBL3399	AEUTYOVWOVBAKS-UWVGGRQHSA-N	14052	CHEMBL44884
SCHEMBL3416	KJCVRFUGPWSIIH-UHFFFAOYSA-N	7005	CHEMBL122617
SCHEMBL3418	YPGCWEMNNLXISK-UHFFFAOYSA-N	10296	CHEMBL370925
SCHEMBL3419	XMIIGOLPHOKFCH-UHFFFAOYSA-N	107	CHEMBL851
SCHEMBL3420	MECHNRXZTMCUDQ-RKHKHRCZSA-N	5280793	CHEMBL1536
SCHEMBL3424	PLIKAWJENQZMHA-UHFFFAOYSA-N	403	CHEMBL1142
SCHEMBL3427	LSQZJLSUYDQPKJ-NJBDSQKTSA-N	33613	CHEMBL1082
SCHEMBL3440	CXOFVDLJLONNDW-UHFFFAOYSA-N	1775	CHEMBL16
SCHEMBL3441	KJPRLNWUNMBNBZ-QPJJXVBHSA-N	637511	CHEMBL293492
SCHEMBL3463	QFJCIRLUMZQUOT-HPLJOQBZSA-N	5284616	
SCHEMBL3471	FWWQKRXKHIRPJY-UHFFFAOYSA-N	12533	
SCHEMBL3473	OGJPXUAPXNRGGI-UHFFFAOYSA-N	4539	CHEMBL9
SCHEMBL3478	SQNDKDVNAJXBME-MYINAIGISA-N	54319336	
SCHEMBL3479	VSQQQLOSPVPRAZ-RRKCRQDMSA-N	6256	CHEMBL1129
SCHEMBL3480	RZVAJINKPMORJF-UHFFFAOYSA-N	1983	CHEMBL112
SCHEMBL3489	ZPQGTMTWBPEEFH-RFMFGLJPSA-N	87057664	
SCHEMBL3491	PMATZTZNYRCHOR-HHPJSCBPSA-N	171409	CHEMBL532318
SCHEMBL3498	QWBBPBRQALCEIZ-UHFFFAOYSA-N	10687	CHEMBL1490403
SCHEMBL3504	QHJLLDJTVQAFAN-UHFFFAOYSA-M	5282369	
SCHEMBL3506	LXNHXLLTXMVWPM-UHFFFAOYSA-N	1054	CHEMBL1364
SCHEMBL3510	HBUBKKRHXORPQB-FJFJXFQQSA-N	657237	CHEMBL1568
SCHEMBL3511	GIUYCYHIANZCFB-FJFJXFQQSA-N	30751	CHEMBL1096882
SCHEMBL3520	FUSNMLFNXJSCDI-UHFFFAOYSA-N	5510	CHEMBL83668
SCHEMBL3524	MFDFERRIHVXMIY-UHFFFAOYSA-N	4914	CHEMBL569
SCHEMBL3526	AVKUERGKIZMTKX-NJBDSQKTSA-N	6249	CHEMBL174
SCHEMBL3527	ILUJQPXNXACGAN-UHFFFAOYSA-N	11370	CHEMBL192311
SCHEMBL3532	WQGWDDDVZFFDIG-UHFFFAOYSA-N	1057	CHEMBL307145
SCHEMBL3533	UNFWWIHTNXNPBV-WXKVUWSESA-N	15541	CHEMBL1167
SCHEMBL3538	SOYKEARSMXGVTM-HNNXBMFYSA-N	33036	CHEMBL1201353
SCHEMBL3541	WVXRAFOPTSTNLL-NKWVEPMBSA-N	20039	CHEMBL14925
SCHEMBL3542	WHCXDEORRDVLKS-UHFFFAOYSA-N	9822649	
SCHEMBL3544	HYYBABOKPJLUIN-UHFFFAOYSA-N	4044	CHEMBL686
SCHEMBL3545	OHZAHWOAMVVGEL-UHFFFAOYSA-N	68120	
SCHEMBL3564	MNWFXJYAOYHMED-UHFFFAOYSA-N	8094	CHEMBL320358
SCHEMBL3572	ZHXKVCGFYLERFR-UHFFFAOYSA-N	87057667	
SCHEMBL3573	YBSJFWOBGCMAKL-UHFFFAOYSA-N	216210	CHEMBL48361
SCHEMBL3576	ZRVUJXDFFKFLMG-UHFFFAOYSA-N	54677470	CHEMBL599
SCHEMBL3582	BCKXLBQYZLBQEK-KVVVOXFISA-M	5284434	
SCHEMBL3585	IWKXBHQELWQLHF-CAPFRKAQSA-N	5748733	CHEMBL283403
SCHEMBL3588	OIQJEQLSYJSNDS-UHFFFAOYSA-N	50259	CHEMBL1473700
SCHEMBL3598	WREGKURFCTUGRC-POYBYMJQSA-N	24066	CHEMBL853
SCHEMBL3604	MIOPJNTWMNEORI-UHFFFAOYSA-N	18462	
SCHEMBL3605	AQNDDEOPVVGCPG-UHFFFAOYSA-N	59768	CHEMBL768
SCHEMBL3611	LKJPYSCBVHEWIU-UHFFFAOYSA-N	2375	CHEMBL409
SCHEMBL3620	LMNZTLDVJIUSHT-UHFFFAOYSA-N	12901	CHEMBL1481873
SCHEMBL3621	LIQODXNTTZAGID-PXUPSGQQSA-N	16052015	CHEMBL2358914
SCHEMBL3628	JXLYSJRDGCGARV-CFWMRBGOSA-N	13342	CHEMBL159
SCHEMBL3632	VYMDGNCVAMGZFE-UHFFFAOYSA-N	4781	
SCHEMBL3636	IAOZJIPTCAWIRG-QWRGUYRKSA-N	134601	CHEMBL171679
SCHEMBL3640	CHHHXKFHOYLYRE-STWYSWDKSA-M	5282505	
SCHEMBL3651	BIIVYFLTOXDAOV-PXAZEXFGSA-N	5459219	CHEMBL8817
SCHEMBL3656	JLKIGFTWXXRPMT-UHFFFAOYSA-N	5329	CHEMBL443
SCHEMBL3659	OQUFOZNPBIIJTN-UHFFFAOYSA-N	6335613	
SCHEMBL3663	DBABZHXKTCFAPX-UHFFFAOYSA-N	4911	CHEMBL897
SCHEMBL3671	HCSBTDBGTNZOAB-UHFFFAOYSA-N	283327	
SCHEMBL3682	XQFRJNBWHJMXHO-GFCOJPQKSA-N	16051928	
SCHEMBL3683	XQFRJNBWHJMXHO-RRKCRQDMSA-N	5905	CHEMBL788
SCHEMBL3685	COKMIXFXJJXBQG-NRFANRHFSA-N	60947	CHEMBL916
SCHEMBL3686	BAQAVOSOZGMPRM-QBMZZYIRSA-N	71485	CHEMBL3185084
SCHEMBL3688	LUKZNWIVRBCLON-GXOBDPJESA-N	6918155	CHEMBL2040682
SCHEMBL3689	PJVWKTKQMONHTI-UHFFFAOYSA-N	54678486	CHEMBL1464
SCHEMBL3690	WXTMDXOMEHJXQO-UHFFFAOYSA-N	3469	CHEMBL1461
SCHEMBL3691	RZWIIPASKMUIAC-VQTJNVASSA-N	114873	
SCHEMBL3693	NBQKINXMPLXUET-UHFFFAOYSA-N	4887	CHEMBL21333
SCHEMBL3705	WBWWGRHZICKQGZ-HZAMXZRMSA-N	6675	CHEMBL224867
SCHEMBL3708	RZEKVGVHFLEQIL-UHFFFAOYSA-N	2662	CHEMBL118
SCHEMBL3709	OGWKCGZFUXNPDA-XQKSVPLYSA-N	5978	CHEMBL90555
SCHEMBL3710	AQTQHPDCURKLKT-JKDPCDLQSA-N	249332	CHEMBL501867
SCHEMBL3711	FBOZXECLQNJBKD-ZDUSSCGKSA-N	126941	CHEMBL34259
SCHEMBL3727	IWUCXVSUMQZMFG-AFCXAGJDSA-N	37542	CHEMBL1643
SCHEMBL3739	BPEGJWRSRHCHSN-UHFFFAOYSA-N	5394	CHEMBL810
SCHEMBL3741	NMUSYJAQQFHJEW-KVTDHHQDSA-N	9444	CHEMBL1489
SCHEMBL3745	PPASLZSBLFJQEF-RXSVEWSESA-M	23667548	CHEMBL591665
SCHEMBL3746	CPZBLNMUGSZIPR-NVXWUHKLSA-N	6337614	CHEMBL1189679
SCHEMBL3749	IFKLAQQSCNILHL-QHAWAJNXSA-N	5361092	CHEMBL33986
SCHEMBL3750	XDXDZDZNSLXDNA-TZNDIEGXSA-N	42890	CHEMBL1117
SCHEMBL3759	IHUNBGSDBOWDMA-AQFIFDHZSA-N	5284513	CHEMBL1131
SCHEMBL3760	NWIBSHFKIJFRCO-WUDYKRTCSA-N	5746	CHEMBL105
SCHEMBL3765	WKPWGQKGSOKKOO-WPFUHVEDSA-N	57504783	CHEMBL1981332
SCHEMBL3766	NETZHAKZCGBWSS-CEDHKZHLSA-N	5311304	CHEMBL895
SCHEMBL3767	RXPRRQLKFXBCSJ-UHFFFAOYSA-N	5668	CHEMBL1604925
SCHEMBL3768	XIYPPJVLAAXYAB-UHFFFAOYSA-N	568679	
SCHEMBL3772	GOEMGAFJFRBGGG-UHFFFAOYSA-N	1978	CHEMBL642
SCHEMBL3774	UREBDLICKHMUKA-CXSFZGCWSA-N	5743	CHEMBL384467
SCHEMBL3786	ULUNETUXUVEFLH-DOJUMQAQSA-N	22848603	
SCHEMBL3798	WYJOVVXUZNRJQY-UHFFFAOYSA-N	6920	CHEMBL401911
SCHEMBL3804	GXOLTDSATJDCCH-UHFFFAOYSA-N	23623894	
SCHEMBL3814	UCTWMZQNUQWSLP-VIFPVBQESA-N	5816	CHEMBL679
SCHEMBL3815	UCTWMZQNUQWSLP-UHFFFAOYSA-N	838	CHEMBL1740
SCHEMBL3816	CVHZOJJKTDOEJC-UHFFFAOYSA-N	5143	CHEMBL310671
SCHEMBL3817	UWYHMGVUTGAWSP-JKIFEVAISA-N	6196	CHEMBL819
SCHEMBL3818	HCZKYJDFEPMADG-TXEJJXNPSA-N	71398	CHEMBL313972
SCHEMBL3821	ICLYJLBTOGPLMC-KVVVOXFISA-N	6433344	
SCHEMBL3823	UIOFUWFRIANQPC-JKIFEVAISA-N	21319	CHEMBL222645
SCHEMBL3827	KTUFNOKKBVMGRW-UHFFFAOYSA-N	5291	CHEMBL941
SCHEMBL3831	XUKUURHRXDUEBC-KAYWLYCHSA-N	60823	CHEMBL1487
SCHEMBL3832	FQCKMBLVYCEXJB-MNSAWQCASA-L	60822	CHEMBL393220
SCHEMBL3833	LWZFANDGMFTDAV-BURFUSLBSA-N	11046239	CHEMBL3706389
SCHEMBL3834	KCFFTRNUGSQDSY-BURFUSLBSA-N	11645942	
SCHEMBL3836	UCFGDBYHRUNTLO-QHCPKHFHSA-N	60700	CHEMBL84
SCHEMBL3839	PCYXGKVZQFGADY-ZLJVSRBASA-N	nan	
SCHEMBL3840	UZFPOOOQHWICKY-BYASTRCVSA-N	nan	
SCHEMBL3841	CBHYYLPALVVVEY-MRFRVZCGSA-N	nan	
SCHEMBL3844	RJURFGZVJUQBHK-IIXSONLDSA-N	457193	CHEMBL1554
SCHEMBL3848	DXZDEAJXVCLRLE-UHFFFAOYSA-N	17856120	
SCHEMBL3849	VQHSOMBJVWLPSR-JVCRWLNRSA-N	157355	CHEMBL1661
SCHEMBL3850	VNFPBHJOKIVQEB-UHFFFAOYSA-N	2812	CHEMBL104
SCHEMBL3852	LHLMOSXCXGLMMN-WDTICOSOSA-M	nan	
SCHEMBL3855	QZIQJVCYUQZDIR-UHFFFAOYSA-N	5935	CHEMBL1201001
SCHEMBL3861	HAWPXGHAZFHHAD-UHFFFAOYSA-N	4033	CHEMBL427
SCHEMBL3865	IMZMKUWMOSJXDT-UHFFFAOYSA-N	2882	CHEMBL428880
SCHEMBL3867	FUZZWVXGSFPDMH-UHFFFAOYSA-N	8892	CHEMBL14184
SCHEMBL3870	URAYPUMNDPQOKB-UHFFFAOYSA-N	5541	CHEMBL1489254
SCHEMBL3876	OVBPIULPVIDEAO-LBPRGKRZSA-N	6037	
SCHEMBL3882	MBWXNTAXLNYFJB-NKFFZRIASA-N	5284607	CHEMBL1550
SCHEMBL3885	DUYSYHSSBDVJSM-CCEZHUSRSA-N	5353956	
SCHEMBL3887	BDJRBEYXGGNYIS-UHFFFAOYSA-N	2266	CHEMBL1238
SCHEMBL3888	ROHFNLRQFUQHCH-UHFFFAOYSA-N	857	CHEMBL46575
SCHEMBL3889	ROHFNLRQFUQHCH-YFKPBYRVSA-N	6106	CHEMBL291962
SCHEMBL3903	NNYBQONXHNTVIJ-UHFFFAOYSA-N	3308	CHEMBL622
SCHEMBL3904	NNYBQONXHNTVIJ-KRWDZBQOSA-N	688461	CHEMBL1315939
SCHEMBL3909	PUXBGTOOZJQSKH-UHFFFAOYSA-N	2581	CHEMBL1316
SCHEMBL3914	KGFYHTZWPPHNLQ-AWEZNQCLSA-N	9875401	CHEMBL198362
SCHEMBL3928	ZAHQPTJLOCWVPG-UHFFFAOYSA-N	51082	CHEMBL1417019
SCHEMBL3933	WWZKQHOCKIZLMA-UHFFFAOYSA-N	379	CHEMBL324846
SCHEMBL3934	MKXKFYHWDHIYRV-UHFFFAOYSA-N	3397	CHEMBL806
SCHEMBL3935	LVSPDZAGCBEQAV-UHFFFAOYSA-N	11787	CHEMBL3310663
SCHEMBL3936	CZTQZXZIADLWOZ-CRAIPNDOSA-N	5773	CHEMBL316157
SCHEMBL3938	HTQMVQVXFRQIKW-UHFFFAOYSA-N	2541	CHEMBL1016
SCHEMBL3939	QBKSWRVVCFFDOT-UHFFFAOYSA-N	3503	CHEMBL51483
SCHEMBL3948	VWFCHDSQECPREK-LURJTMIESA-N	60613	CHEMBL152
SCHEMBL3949	FIQMHBFVRAXMOP-UHFFFAOYSA-N	13097	CHEMBL482091
SCHEMBL3950	NLZUEZXRPGMBCV-UHFFFAOYSA-N	31404	CHEMBL146
SCHEMBL3955	AQHHHDLHHXJYJD-UHFFFAOYSA-N	4946	CHEMBL27
SCHEMBL3960	UDKCHVLMFQVBAA-UHFFFAOYSA-M	16213	
SCHEMBL3965	BJHIKXHVCXFQLS-UYFOZJQFSA-N	5984	CHEMBL1232863
SCHEMBL3966	RFSUNEUAIZKAJO-ARQDHWQXSA-N	439709	CHEMBL604608
SCHEMBL3968	HYIMSNHJOBLJNT-UHFFFAOYSA-N	4485	CHEMBL193
SCHEMBL3976	RCINICONZNJXQF-MZXODVADSA-N	36314	CHEMBL428647
SCHEMBL3977	CXMXRPHRNRROMY-UHFFFAOYSA-N	5192	CHEMBL1232164
